kernel_id,gpu_target,category,file_name,source_path,algorithm_name,variant,line_count,byte_size,source_sha256,has_flags,flags_path,flags,requires_rdc_from_flags,requires_rdc,uses_cooperative_groups,uses_atomic_ops,uses_cache_pool,uses_compact_graph,uses_cusparse,includes
a100/community/extract_ego_weighted_f64,a100,community,extract_ego_weighted_f64.cu,cpp/src/aai/impl/a100/community/extract_ego_weighted_f64.cu,extract_ego_weighted_f64,base,458,15478,b6db57d6b44d7146eeb8eabc712af6c6d18747ccacb25b1acdbfa27f74a100f3,True,cpp/src/aai/impl/a100/community/extract_ego_weighted_f64.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;vector;thrust/device_ptr.h;thrust/sort.h;thrust/tuple.h;thrust/iterator/zip_iterator.h
a100/community/extract_ego_weighted_f64_seg,a100,community,extract_ego_weighted_f64_seg.cu,cpp/src/aai/impl/a100/community/extract_ego_weighted_f64_seg.cu,extract_ego_weighted_f64,seg,510,16192,7ea80c5a0be008bbf22717848fab20ac7b36c4650038050c9227c5f6aaa0b532,True,cpp/src/aai/impl/a100/community/extract_ego_weighted_f64_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;algorithm
a100/community/k_truss,a100,community,k_truss.cu,cpp/src/aai/impl/a100/community/k_truss.cu,k_truss,base,482,13990,60deb0756cff9d3ef598eff77a8ef6bec4e8e3ecdbcef83b1171e125e82903ae,True,cpp/src/aai/impl/a100/community/k_truss.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/community/k_truss_mask,a100,community,k_truss_mask.cu,cpp/src/aai/impl/a100/community/k_truss_mask.cu,k_truss,mask,448,13548,d2852c2d45bc8d8dbd032101b0ac9ad05722cb6ee04d8e135cb4506a4ce782ea,True,cpp/src/aai/impl/a100/community/k_truss_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/community/k_truss_seg,a100,community,k_truss_seg.cu,cpp/src/aai/impl/a100/community/k_truss_seg.cu,k_truss,seg,481,13869,544e3c1409bef6e2776753a372eac33cc699eb1c1e24be54979f943d281d4150,True,cpp/src/aai/impl/a100/community/k_truss_seg.cu.flags,--use_fast_math,False,False,False,False,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;algorithm
a100/community/k_truss_seg_mask,a100,community,k_truss_seg_mask.cu,cpp/src/aai/impl/a100/community/k_truss_seg_mask.cu,k_truss,seg_mask,376,11857,008b6eed61bf9e222ee99f2748a4f8cf7dcce663b1f0cefe5858fd4f1bb598d7,True,cpp/src/aai/impl/a100/community/k_truss_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint
a100/community/leiden_f32,a100,community,leiden_f32.cu,cpp/src/aai/impl/a100/community/leiden_f32.cu,leiden_f32,base,668,23498,1e866253a4d21a9a5af3104e230cb9e8e871eb7b9328492740bdd75f5ca27148,True,cpp/src/aai/impl/a100/community/leiden_f32.cu.flags,--use_fast_math --maxrregcount=48,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cub/cub.cuh;thrust/device_ptr.h;thrust/sort.h;thrust/reduce.h;thrust/unique.h;thrust/scan.h;thrust/copy.h;thrust/execution_policy.h;thrust/binary_search.h
a100/community/leiden_f32_seg,a100,community,leiden_f32_seg.cu,cpp/src/aai/impl/a100/community/leiden_f32_seg.cu,leiden_f32,seg,690,25145,68e027f6b7f4c0ecd1260793aaae9cfd9c570abdd089f8b7a2734d025c5ea9dc,True,cpp/src/aai/impl/a100/community/leiden_f32_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cub/cub.cuh;thrust/device_ptr.h;thrust/sort.h;thrust/reduce.h;thrust/unique.h;thrust/scan.h;thrust/fill.h;thrust/copy.h;thrust/execution_policy.h;thrust/binary_search.h;thrust/functional.h
a100/community/leiden_f64,a100,community,leiden_f64.cu,cpp/src/aai/impl/a100/community/leiden_f64.cu,leiden_f64,base,745,27107,b1a2719d6639735a34f6a0adea88e8dfbd3cca336b1be7fb53b2ab9315d79bc5,True,cpp/src/aai/impl/a100/community/leiden_f64.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cub/cub.cuh;thrust/device_ptr.h;thrust/sort.h;thrust/reduce.h;thrust/unique.h;thrust/scan.h;thrust/fill.h;thrust/copy.h;thrust/execution_policy.h;thrust/binary_search.h;thrust/functional.h
a100/community/leiden_f64_seg,a100,community,leiden_f64_seg.cu,cpp/src/aai/impl/a100/community/leiden_f64_seg.cu,leiden_f64,seg,766,26954,1567f27be52b19dcf7d5434ee9c773e6c1d686e4e60e58dc8c136fbcc4d988de,True,cpp/src/aai/impl/a100/community/leiden_f64_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cub/cub.cuh;thrust/device_ptr.h;thrust/sort.h;thrust/reduce.h;thrust/unique.h;thrust/scan.h;thrust/fill.h;thrust/copy.h;thrust/execution_policy.h;thrust/binary_search.h;thrust/functional.h
a100/community/louvain_f32,a100,community,louvain_f32.cu,cpp/src/aai/impl/a100/community/louvain_f32.cu,louvain_f32,base,626,22998,9063d069f3f54be4b957befc542eaa1fcf477a5eecbf9740f14e7437a1c68641,True,cpp/src/aai/impl/a100/community/louvain_f32.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;thrust/device_vector.h;thrust/sort.h;thrust/reduce.h;thrust/scan.h;thrust/fill.h;thrust/sequence.h;thrust/iterator/zip_iterator.h;thrust/tuple.h;thrust/execution_policy.h;thrust/functional.h;thrust/for_each.h;thrust/iterator/counting_iterator.h;cstdint
a100/community/louvain_f32_seg,a100,community,louvain_f32_seg.cu,cpp/src/aai/impl/a100/community/louvain_f32_seg.cu,louvain_f32,seg,995,38022,5f75682aa60f657c7696f2b814895d50504a88a8a7b671838565bffb518d71ee,True,cpp/src/aai/impl/a100/community/louvain_f32_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cstddef;algorithm;vector;cub/cub.cuh;cuda/std/functional
a100/community/louvain_f64,a100,community,louvain_f64.cu,cpp/src/aai/impl/a100/community/louvain_f64.cu,louvain_f64,base,1192,42739,0396080e63f7c03f65909d20c526169435eca7e587894df3046fbc307e52ef38,False,,,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cuda/std/functional;cstdint;cstddef;algorithm;vector
a100/community/louvain_f64_seg,a100,community,louvain_f64_seg.cu,cpp/src/aai/impl/a100/community/louvain_f64_seg.cu,louvain_f64,seg,1045,38768,ac35cc02964845e39efb484da94324a6d9bd720530f81b9f1170e719df736821,False,,,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cuda/std/functional;cstdint;cstddef;vector;algorithm
a100/community/spectral_modularity_maximization_f32,a100,community,spectral_modularity_maximization_f32.cu,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f32.cu,spectral_modularity_maximization_f32,base,998,34464,3993e8cc0c0c6f76e39d0e71d645d989fc87b63ef102d4fd90fe04643df7642b,True,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f32.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;math_constants.h;cusparse.h;cublas_v2.h;algorithm;cmath;cstdint;cstring;numeric;vector
a100/community/spectral_modularity_maximization_f32_seg,a100,community,spectral_modularity_maximization_f32_seg.cu,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f32_seg.cu,spectral_modularity_maximization_f32,seg,601,22658,fe50c5bb59c56ce43930546eaed9617b6d747141f7038d5ccdf0fc3b5a30a49b,True,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f32_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cublas_v2.h;cstdint;cstring;cmath;algorithm;numeric;vector;math_constants.h
a100/community/spectral_modularity_maximization_f64,a100,community,spectral_modularity_maximization_f64.cu,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f64.cu,spectral_modularity_maximization_f64,base,496,18559,653130abf5b87d1c1dcf38c78b6658b43cea5ea2f61fa41152c8a7dc0e5ee17a,True,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f64.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cublas_v2.h;cusparse.h;cusolverDn.h;curand.h;cstdint;cstdio;cstdlib;cmath;algorithm;vector
a100/community/spectral_modularity_maximization_f64_seg,a100,community,spectral_modularity_maximization_f64_seg.cu,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f64_seg.cu,spectral_modularity_maximization_f64,seg,692,23410,5b3be9697470d787357e2b95731db4ac2e34e3817d39a1b1c3b70d140d34c874,True,cpp/src/aai/impl/a100/community/spectral_modularity_maximization_f64_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cublas_v2.h;cstdint;cmath;algorithm;numeric;vector
a100/community/triangle_count,a100,community,triangle_count.cu,cpp/src/aai/impl/a100/community/triangle_count.cu,triangle_count,base,379,11978,4242826a818ae9b0c4689de2eecc94d3726cca4f36458fa041fc11ce99fe1790,True,cpp/src/aai/impl/a100/community/triangle_count.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint
a100/community/triangle_count_mask,a100,community,triangle_count_mask.cu,cpp/src/aai/impl/a100/community/triangle_count_mask.cu,triangle_count,mask,520,15626,b4e325d807cd15aea7549880a197967f29205cbfde075f6a15ba74ef1997c33c,True,cpp/src/aai/impl/a100/community/triangle_count_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cstddef
a100/community/triangle_count_seg,a100,community,triangle_count_seg.cu,cpp/src/aai/impl/a100/community/triangle_count_seg.cu,triangle_count,seg,649,17642,374048915439e1b32cf465601aa004119df2ed2e5ffcb6575a7224edb1b7572b,True,cpp/src/aai/impl/a100/community/triangle_count_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/community/triangle_count_seg_mask,a100,community,triangle_count_seg_mask.cu,cpp/src/aai/impl/a100/community/triangle_count_seg_mask.cu,triangle_count,seg_mask,336,11007,55ab90a71331f3cfbe0cc2b30003b49b579f45bbeb3300384638e035ea40e4e5,True,cpp/src/aai/impl/a100/community/triangle_count_seg_mask.cu.flags,--use_fast_math --maxrregcount=64,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cstddef
a100/components/strongly_connected_components,a100,components,strongly_connected_components.cu,cpp/src/aai/impl/a100/components/strongly_connected_components.cu,strongly_connected_components,base,870,32546,23b2a6355b65f6bc2d815577f9ea1b6973be8515f2a10745af54c25fa6442e7a,True,cpp/src/aai/impl/a100/components/strongly_connected_components.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cstring;cub/cub.cuh
a100/components/strongly_connected_components_seg,a100,components,strongly_connected_components_seg.cu,cpp/src/aai/impl/a100/components/strongly_connected_components_seg.cu,strongly_connected_components,seg,964,36887,dbdd31ea5953937f887ce053ca2d478a8a1a45433682ddfcc3199a7e6c79da09,True,cpp/src/aai/impl/a100/components/strongly_connected_components_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cstring;algorithm;cub/cub.cuh
a100/components/weakly_connected_components,a100,components,weakly_connected_components.cu,cpp/src/aai/impl/a100/components/weakly_connected_components.cu,weakly_connected_components,base,218,5864,316c4accc35d5c1006898fa8e59c4313ae154116b1374ce6f9b1c2b109c53774,True,cpp/src/aai/impl/a100/components/weakly_connected_components.cu.flags,--use_fast_math --extra-device-vectorization,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/components/weakly_connected_components_mask,a100,components,weakly_connected_components_mask.cu,cpp/src/aai/impl/a100/components/weakly_connected_components_mask.cu,weakly_connected_components,mask,142,4053,73e6118b9ce07862df91be214b52d458c62c64497347036b395400239812093c,True,cpp/src/aai/impl/a100/components/weakly_connected_components_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/components/weakly_connected_components_seg,a100,components,weakly_connected_components_seg.cu,cpp/src/aai/impl/a100/components/weakly_connected_components_seg.cu,weakly_connected_components,seg,292,8542,eb21e37d130bc21318bab03bbac9e69205cff2f784dcccff5a81561e3dadb6d2,True,cpp/src/aai/impl/a100/components/weakly_connected_components_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/components/weakly_connected_components_seg_mask,a100,components,weakly_connected_components_seg_mask.cu,cpp/src/aai/impl/a100/components/weakly_connected_components_seg_mask.cu,weakly_connected_components,seg_mask,277,7912,5469e7c2193898e4383971164147f328d519759cac99fa12a489bd40a8db4f68,True,cpp/src/aai/impl/a100/components/weakly_connected_components_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/cores/core_number,a100,cores,core_number.cu,cpp/src/aai/impl/a100/cores/core_number.cu,core_number,base,348,10958,24e971456e8debdfa1c757513c7cede3f9619104c830a24891f9fb07548dbbab,True,cpp/src/aai/impl/a100/cores/core_number.cu.flags,--use_fast_math --rdc=true,True,True,True,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cooperative_groups.h;cstdint;climits
a100/cores/core_number_mask,a100,cores,core_number_mask.cu,cpp/src/aai/impl/a100/cores/core_number_mask.cu,core_number,mask,460,16191,43f1b32f29094ce70ab9b536104c565b723f60eaf19bcd80978aa60a498b936d,True,cpp/src/aai/impl/a100/cores/core_number_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;algorithm;climits
a100/cores/core_number_seg,a100,cores,core_number_seg.cu,cpp/src/aai/impl/a100/cores/core_number_seg.cu,core_number,seg,302,9114,54d4289e216aed42fb2ffa0c14fbfd543163f0348c7261b0194dd81e0c19f7e2,True,cpp/src/aai/impl/a100/cores/core_number_seg.cu.flags,--use_fast_math --expt-relaxed-constexpr --rdc=true,True,True,True,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cooperative_groups.h;cstdint;climits;algorithm
a100/cores/core_number_seg_mask,a100,cores,core_number_seg_mask.cu,cpp/src/aai/impl/a100/cores/core_number_seg_mask.cu,core_number,seg_mask,456,14219,c08adcfdc3916f35a5f20efe29567233937a1c41412c285ccdb87faf513ecb45,True,cpp/src/aai/impl/a100/cores/core_number_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;climits
a100/cores/k_core,a100,cores,k_core.cu,cpp/src/aai/impl/a100/cores/k_core.cu,k_core,base,427,12482,a30504586a759a0fb22791f69f3403f306938939f468baea6fdc970d85c85555,True,cpp/src/aai/impl/a100/cores/k_core.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cstddef;climits
a100/cores/k_core_mask,a100,cores,k_core_mask.cu,cpp/src/aai/impl/a100/cores/k_core_mask.cu,k_core,mask,401,12409,3beb03a8e6b7e8dc8de93c5b52eba37d2de25f0a9f686dbf568b46346d16f670,True,cpp/src/aai/impl/a100/cores/k_core_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/cores/k_core_seg,a100,cores,k_core_seg.cu,cpp/src/aai/impl/a100/cores/k_core_seg.cu,k_core,seg,514,15465,35c51d6aade2db9e3db79e0233a5a86eca8a8f4a654418e452a4b4b55ee84338,True,cpp/src/aai/impl/a100/cores/k_core_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;algorithm
a100/cores/k_core_seg_mask,a100,cores,k_core_seg_mask.cu,cpp/src/aai/impl/a100/cores/k_core_seg_mask.cu,k_core,seg_mask,256,7547,16437a3c18b7712803a972f6c382fa86331a069aafdb00d290bdc0ec53954ce6,True,cpp/src/aai/impl/a100/cores/k_core_seg_mask.cu.flags,--use_fast_math --extra-device-vectorization,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;climits
a100/link_analysis/hits,a100,link_analysis,hits.cu,cpp/src/aai/impl/a100/link_analysis/hits.cu,hits,base,426,14226,7b0cc99bfb56d09578ab6312de623ae299e5b1c1027487a1cd263bfb7d806001,True,cpp/src/aai/impl/a100/link_analysis/hits.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint;algorithm
a100/link_analysis/hits_f64,a100,link_analysis,hits_f64.cu,cpp/src/aai/impl/a100/link_analysis/hits_f64.cu,hits_f64,base,467,14027,31736abaf0675ae78c25693853cdf66aedbdd94143eb6a18ba9361a4182227ac,True,cpp/src/aai/impl/a100/link_analysis/hits_f64.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cstddef;algorithm;limits
a100/link_analysis/hits_f64_mask,a100,link_analysis,hits_f64_mask.cu,cpp/src/aai/impl/a100/link_analysis/hits_f64_mask.cu,hits_f64,mask,326,9581,21fbbd54d6ca0559d805c5c61eb9742eb8caf6e403be5262d82844732586a1f8,False,,,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cstddef
a100/link_analysis/hits_f64_seg,a100,link_analysis,hits_f64_seg.cu,cpp/src/aai/impl/a100/link_analysis/hits_f64_seg.cu,hits_f64,seg,530,16762,3209aa451755e5e68639586e95b72c4cc1a757eaea1b3bad47a67b7e6ca3cbaa,True,cpp/src/aai/impl/a100/link_analysis/hits_f64_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint
a100/link_analysis/hits_f64_seg_mask,a100,link_analysis,hits_f64_seg_mask.cu,cpp/src/aai/impl/a100/link_analysis/hits_f64_seg_mask.cu,hits_f64,seg_mask,452,13316,e59c4dc4d9460a7e544e9f22765df018aa9a2487cc8e3cd68945dce83a43ae91,True,cpp/src/aai/impl/a100/link_analysis/hits_f64_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cfloat
a100/link_analysis/hits_mask,a100,link_analysis,hits_mask.cu,cpp/src/aai/impl/a100/link_analysis/hits_mask.cu,hits,mask,405,14953,1a8f2fe86313e8636f2f274bb3c2561f4dc4fb949886a64bc909bcf9d7aadc74,True,cpp/src/aai/impl/a100/link_analysis/hits_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cfloat;cstdint
a100/link_analysis/hits_seg,a100,link_analysis,hits_seg.cu,cpp/src/aai/impl/a100/link_analysis/hits_seg.cu,hits,seg,520,14833,98ed38b8d39ac858fd1e41ca8e36031318da0d26917eea52da95d80169cd65fa,True,cpp/src/aai/impl/a100/link_analysis/hits_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cfloat;algorithm
a100/link_analysis/hits_seg_mask,a100,link_analysis,hits_seg_mask.cu,cpp/src/aai/impl/a100/link_analysis/hits_seg_mask.cu,hits,seg_mask,352,10992,3a6f1bf742b76f659a524e6704c1119e8f5cd2d15776bb133e88fce4f4ff3eea,True,cpp/src/aai/impl/a100/link_analysis/hits_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;algorithm
a100/link_analysis/pagerank,a100,link_analysis,pagerank.cu,cpp/src/aai/impl/a100/link_analysis/pagerank.cu,pagerank,base,314,9039,2d143daebade9aac6eb7af2607a3f628536c56c64477d7721e16c63ce92375f8,True,cpp/src/aai/impl/a100/link_analysis/pagerank.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint;cstddef
a100/link_analysis/pagerank_f32,a100,link_analysis,pagerank_f32.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32.cu,pagerank_f32,base,435,12758,744c76af8ca682c775d1469ead58c8a1eb5c54a43df5ea861b63d0049486cb7e,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cstdint;algorithm
a100/link_analysis/pagerank_f32_mask,a100,link_analysis,pagerank_f32_mask.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_mask.cu,pagerank_f32,mask,412,13089,239726e4172ee51b4994f6465948afb2df9da4a36d62c4f845f7e49d689f932d,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint
a100/link_analysis/pagerank_f32_p32,a100,link_analysis,pagerank_f32_p32.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32.cu,pagerank_f32_p32,base,496,15867,fba09b67b71eeec3263dbd8d2fd92f4a9ca2472f180dd7dc83b72ea20ea1c7a3,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint;cmath;vector
a100/link_analysis/pagerank_f32_p32_mask,a100,link_analysis,pagerank_f32_p32_mask.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32_mask.cu,pagerank_f32_p32,mask,457,14107,3d4f4ac7a7c72678a2924087c21396081363506517dffc0a2abd33c37cbc7c5b,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cstddef
a100/link_analysis/pagerank_f32_p32_seg,a100,link_analysis,pagerank_f32_p32_seg.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32_seg.cu,pagerank_f32_p32,seg,387,11825,d5907679b5c72cdd326445691cbe630cf1940e3878e7963c3973f9c489963e94,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/block/block_reduce.cuh;cstdint;cstddef;algorithm;vector
a100/link_analysis/pagerank_f32_p32_seg_mask,a100,link_analysis,pagerank_f32_p32_seg_mask.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32_seg_mask.cu,pagerank_f32_p32,seg_mask,560,18126,56472f1cdbf495ec769aa2dce2ec1de5e0d13724cfe6f92670f1af29345829d1,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_p32_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint
a100/link_analysis/pagerank_f32_seg,a100,link_analysis,pagerank_f32_seg.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_seg.cu,pagerank_f32,seg,465,13739,8bc7b92806933050af0f6d8fe5490aefea5df886d407dd11faf2ed23ba73cc90,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_seg.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cstdint
a100/link_analysis/pagerank_f32_seg_mask,a100,link_analysis,pagerank_f32_seg_mask.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_seg_mask.cu,pagerank_f32,seg_mask,432,12975,9de6c63118a4a3a6858f4064b949230aae35823dcd8158cff23773aea5568a18,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f32_seg_mask.cu.flags,--use_fast_math,False,False,False,True,True,True,False,cugraph/aai/algorithms.hpp;cuda_runtime.h;cub/cub.cuh;cstdint;cmath
a100/link_analysis/pagerank_f64,a100,link_analysis,pagerank_f64.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f64.cu,pagerank_f64,base,636,21382,c8b20892f07bd1aab104b537208c5434f4f80f3fc5d416db18a78eb5d6a6a039,True,cpp/src/aai/impl/a100/link_analysis/pagerank_f64.cu.flags,--use_fast_math,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint;algorithm
a100/link_analysis/pagerank_f64_mask,a100,link_analysis,pagerank_f64_mask.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f64_mask.cu,pagerank_f64,mask,440,13877,c33ea49a8928266e2207191e2577468a1949952f85a964d3bf1a70bee8b8f2e1,False,,,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint;cmath;algorithm
a100/link_analysis/pagerank_f64_p64,a100,link_analysis,pagerank_f64_p64.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f64_p64.cu,pagerank_f64_p64,base,430,13298,a4ad6ee599f4037117766a7d5dbd82fb198afe59c5e387576fd4370fe58a550c,False,,,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cstdint;cstdlib;vector
a100/link_analysis/pagerank_f64_p64_mask,a100,link_analysis,pagerank_f64_p64_mask.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f64_p64_mask.cu,pagerank_f64_p64,mask,590,20509,fa2ea07b5594e8aa00f0d2d7f93130a1e686a3197c6c08f3f6ea0cd55dc7d3fc,False,,,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint;cstddef;vector
a100/link_analysis/pagerank_f64_p64_seg,a100,link_analysis,pagerank_f64_p64_seg.cu,cpp/src/aai/impl/a100/link_analysis/pagerank_f64_p64_seg.cu,pagerank_f64_p64,seg,510,18442,a3f87c8d0ae2082f423bc49bd33c5ada7edee81c5650a44ac0cfe6ef45d16cf2,False,,,False,False,False,True,True,True,True,cugraph/aai/algorithms.hpp;cuda_runtime.h;cusparse.h;cub/cub.cuh;cstdint;cmath;utility;vector
